timestamp,open,high,low,close,volume,datetime
1749038400000,36.612,37.142,35.976,36.851,960258.6,2025-06-04 12:00:00
1749052800000,36.844,37.19,35.93,36.033,613276.42,2025-06-04 16:00:00
1749067200000,36.032,36.215,34.479,35.632,1449461.04,2025-06-04 20:00:00
1749081600000,35.64,36.426,35.288,35.45,661457.46,2025-06-05 00:00:00
1749096000000,35.449,35.75,34.5,34.76,623545.26,2025-06-05 04:00:00
1749110400000,34.761,35.298,34.518,35.243,517469.01,2025-06-05 08:00:00
1749124800000,35.242,35.708,34.245,34.965,1203951.25,2025-06-05 12:00:00
1749139200000,34.965,34.976,32.907,33.516,1633235.18,2025-06-05 16:00:00
1749153600000,33.522,34.698,32.626,34.024,1768890.5,2025-06-05 20:00:00
1749168000000,34.025,34.497,33.487,34.481,649794.33,2025-06-06 00:00:00
1749182400000,34.488,35.024,34.24,34.632,736836.79,2025-06-06 04:00:00
1749196800000,34.633,34.946,34.291,34.435,464016.86,2025-06-06 08:00:00
1749211200000,34.439,35.613,34.141,35.008,1409780.68,2025-06-06 12:00:00
1749225600000,35.008,35.028,33.415,33.792,1249354.77,2025-06-06 16:00:00
1749240000000,33.792,34.117,33.081,33.333,504023.51,2025-06-06 20:00:00
1749254400000,33.334,34.196,33.01,33.986,661760.25,2025-06-07 00:00:00
1749268800000,33.986,34.326,33.818,34.02,405064.18,2025-06-07 04:00:00
1749283200000,34.022,34.042,33.474,33.852,405802.45,2025-06-07 08:00:00
1749297600000,33.853,34.933,33.831,34.687,639748.59,2025-06-07 12:00:00
1749312000000,34.688,34.979,34.327,34.38,432675.62,2025-06-07 16:00:00
1749326400000,34.38,35.162,34.361,34.921,264606.86,2025-06-07 20:00:00
1749340800000,34.917,35.374,34.491,35.214,409766.25,2025-06-08 00:00:00
1749355200000,35.214,35.439,34.841,35.39,380087.27,2025-06-08 04:00:00
1749369600000,35.39,35.525,34.749,35.485,569640.27,2025-06-08 08:00:00
1749384000000,35.485,35.588,34.9,35.213,579949.28,2025-06-08 12:00:00
1749398400000,35.208,36.328,35.178,35.987,738334.89,2025-06-08 16:00:00
1749412800000,35.987,36.077,34.8,34.984,593379.1,2025-06-08 20:00:00
1749427200000,34.987,35.592,34.706,35.497,669799.73,2025-06-09 00:00:00
1749441600000,35.496,35.666,34.761,35.044,563682.63,2025-06-09 04:00:00
1749456000000,35.046,37.673,35.02,37.425,1596593.93,2025-06-09 08:00:00
1749470400000,37.426,37.75,36.5,37.669,1552927.92,2025-06-09 12:00:00
1749484800000,37.67,38.241,37.487,37.683,1123233.23,2025-06-09 16:00:00
1749499200000,37.682,39.166,37.371,38.848,1392282.65,2025-06-09 20:00:00
1749513600000,38.848,39.464,38.404,39.19,1107368.92,2025-06-10 00:00:00
1749528000000,39.19,39.668,38.466,39.094,1233231.4,2025-06-10 04:00:00
1749542400000,39.094,41.875,38.891,41.58,2638505.47,2025-06-10 08:00:00
1749556800000,41.58,41.701,39.53,40.149,1716525.79,2025-06-10 12:00:00
1749571200000,40.152,41.635,39.723,41.089,1216501.69,2025-06-10 16:00:00
1749585600000,41.089,42.411,40.822,42.241,1212406.9,2025-06-10 20:00:00
1749600000000,42.24,42.396,40.833,41.797,1206097.78,2025-06-11 00:00:00
1749614400000,41.791,42.796,41.461,42.602,774664.08,2025-06-11 04:00:00
1749628800000,42.601,43.14,41.159,41.375,1282062.39,2025-06-11 08:00:00
1749643200000,41.376,44.088,41.176,43.535,1870057.39,2025-06-11 12:00:00
1749657600000,43.532,43.774,42.023,42.255,1263964.1,2025-06-11 16:00:00
1749672000000,42.252,42.685,40.71,41.828,1192852.44,2025-06-11 20:00:00
1749686400000,41.823,42.082,40.61,41.867,1020857.65,2025-06-12 00:00:00
1749700800000,41.866,42.218,41.28,41.478,878990.85,2025-06-12 04:00:00
1749715200000,41.476,41.762,40.3,40.433,1103310.46,2025-06-12 08:00:00
1749729600000,40.433,43.498,40.35,42.447,2103979.93,2025-06-12 12:00:00
1749744000000,42.449,43.913,41.667,41.885,2142064.92,2025-06-12 16:00:00
1749758400000,41.882,42.05,40.329,40.516,2152664.14,2025-06-12 20:00:00
1749772800000,40.52,40.549,37.338,39.106,5303154.94,2025-06-13 00:00:00
1749787200000,39.112,39.9,38.34,39.391,2272744.92,2025-06-13 04:00:00
1749801600000,39.39,40.422,39.003,40.136,2537311.64,2025-06-13 08:00:00
1749816000000,40.137,41.586,39.07,41.232,3050454.92,2025-06-13 12:00:00
1749830400000,41.235,42.125,40.114,40.76,2204839.14,2025-06-13 16:00:00
1749844800000,40.757,43.065,40.748,42.297,1491562.34,2025-06-13 20:00:00
1749859200000,42.299,42.666,41.544,41.763,875513.83,2025-06-14 00:00:00
1749873600000,41.76,42.723,41.687,42.453,1267986.46,2025-06-14 04:00:00
1749888000000,42.455,42.583,41.056,41.208,1068602.74,2025-06-14 08:00:00
1749902400000,41.206,41.665,40.306,40.519,1587081.59,2025-06-14 12:00:00
1749916800000,40.519,40.674,39.293,39.311,1506769.78,2025-06-14 16:00:00
1749931200000,39.31,40.29,38.867,40.13,1085657.05,2025-06-14 20:00:00
1749945600000,40.13,40.809,39.941,39.985,862859.5,2025-06-15 00:00:00
1749960000000,39.985,41.2,39.821,40.612,994165.99,2025-06-15 04:00:00
1749974400000,40.612,40.64,39.864,40.201,613444.81,2025-06-15 08:00:00
1749988800000,40.201,41.186,39.684,40.782,1476721.51,2025-06-15 12:00:00
1750003200000,40.781,41.478,40.585,40.911,1126370.83,2025-06-15 16:00:00
1750017600000,40.911,41.42,40.13,41.193,1113715.2,2025-06-15 20:00:00
1750032000000,41.191,42.495,40.686,42.144,1672119.5,2025-06-16 00:00:00
1750046400000,42.145,44.888,42.109,44.676,2424929.31,2025-06-16 04:00:00
1750060800000,44.677,44.857,43.016,44.527,2018116.25,2025-06-16 08:00:00
1750075200000,44.527,45.846,44.036,44.607,2526715.86,2025-06-16 12:00:00
1750089600000,44.61,45.271,44.05,44.344,1533942.4,2025-06-16 16:00:00
1750104000000,44.344,44.655,41.754,41.918,2476767.7,2025-06-16 20:00:00
1750118400000,41.92,43.289,41.214,43.154,2775949.81,2025-06-17 00:00:00
1750132800000,43.154,43.541,42.074,42.274,1298505.98,2025-06-17 04:00:00
1750147200000,42.273,42.458,40.075,40.532,2520330.68,2025-06-17 08:00:00
1750161600000,40.531,40.733,39.191,39.634,3279934.06,2025-06-17 12:00:00
1750176000000,39.632,41.356,38.314,40.613,4125702.79,2025-06-17 16:00:00
1750190400000,40.611,40.902,38.987,39.968,2343859.94,2025-06-17 20:00:00
1750204800000,39.968,40.694,39.613,40.328,1361466.42,2025-06-18 00:00:00
1750219200000,40.33,41.122,39.987,40.286,1475885.12,2025-06-18 04:00:00
1750233600000,40.286,40.857,38.708,39.244,1768080.14,2025-06-18 08:00:00
1750248000000,39.245,40.349,37.561,39.039,5212223.31,2025-06-18 12:00:00
1750262400000,39.039,39.291,37.753,37.785,3173949.47,2025-06-18 16:00:00
1750276800000,37.78,39.656,37.738,39.48,2312926.86,2025-06-18 20:00:00
1750291200000,39.476,40.0,38.13,38.523,1666307.48,2025-06-19 00:00:00
1750305600000,38.524,38.544,37.564,37.84,1494693.99,2025-06-19 04:00:00
1750320000000,37.84,38.5,37.16,37.482,1746715.92,2025-06-19 08:00:00
1750334400000,37.486,38.02,36.1,36.276,2672570.51,2025-06-19 12:00:00
1750348800000,36.279,37.715,36.033,36.32,2752821.65,2025-06-19 16:00:00
1750363200000,36.319,37.124,35.8,36.876,1988463.46,2025-06-19 20:00:00
1750377600000,36.877,37.118,36.013,36.056,1123542.77,2025-06-20 00:00:00
1750392000000,36.058,37.7,35.543,37.67,2313788.05,2025-06-20 04:00:00
1750406400000,37.671,37.901,36.612,37.1,1931915.24,2025-06-20 08:00:00
1750420800000,37.096,37.793,35.567,35.709,3046981.74,2025-06-20 12:00:00
1750435200000,35.71,35.795,33.376,34.572,5249868.43,2025-06-20 16:00:00
1750449600000,34.573,34.954,33.074,33.387,2949088.66,2025-06-20 20:00:00
1750464000000,33.388,34.771,32.9,34.472,2306904.63,2025-06-21 00:00:00
1750478400000,34.471,35.0,34.34,34.958,814256.65,2025-06-21 04:00:00
1750492800000,34.957,35.3,34.756,35.217,1436281.36,2025-06-21 08:00:00
1750507200000,35.217,35.312,32.9,33.289,2299467.16,2025-06-21 12:00:00
1750521600000,33.288,33.409,31.783,31.853,3129518.83,2025-06-21 16:00:00
1750536000000,31.853,34.57,30.913,34.421,5076970.77,2025-06-21 20:00:00
1750550400000,34.419,34.553,32.722,33.211,4250878.85,2025-06-22 00:00:00
1750564800000,33.211,34.617,33.124,33.868,2181375.66,2025-06-22 04:00:00
1750579200000,33.868,34.436,33.231,33.866,1778738.64,2025-06-22 08:00:00
1750593600000,33.863,34.0,31.6,32.911,6160275.15,2025-06-22 12:00:00
1750608000000,32.909,34.352,32.402,33.62,3215102.65,2025-06-22 16:00:00
1750622400000,33.62,36.065,33.275,35.754,4408706.08,2025-06-22 20:00:00
1750636800000,35.761,36.126,35.014,35.289,2079289.05,2025-06-23 00:00:00
1750651200000,35.29,35.942,35.058,35.89,1454438.01,2025-06-23 04:00:00
1750665600000,35.889,36.332,34.659,35.089,1864204.39,2025-06-23 08:00:00
1750680000000,35.089,36.737,34.308,34.498,4528562.01,2025-06-23 12:00:00
1750694400000,34.496,37.455,33.272,37.234,6235699.62,2025-06-23 16:00:00
1750708800000,37.237,38.485,36.674,38.175,3996108.24,2025-06-23 20:00:00
1750723200000,38.178,38.298,36.453,37.088,2686458.49,2025-06-24 00:00:00
1750737600000,37.085,37.95,36.664,36.961,1711127.32,2025-06-24 04:00:00
1750752000000,36.96,37.426,36.25,37.134,2201402.41,2025-06-24 08:00:00
1750766400000,37.134,38.314,36.791,37.739,2505390.58,2025-06-24 12:00:00
1750780800000,37.744,38.936,36.726,37.158,2503851.67,2025-06-24 16:00:00
1750795200000,37.159,37.732,36.884,37.512,1041365.89,2025-06-24 20:00:00
1750809600000,37.513,38.775,37.162,38.082,1878216.88,2025-06-25 00:00:00
1750824000000,38.084,38.444,37.178,37.942,1382967.91,2025-06-25 04:00:00
1750838400000,37.942,38.642,37.478,38.444,1569611.82,2025-06-25 08:00:00
1750852800000,38.446,39.096,37.09,37.454,3063531.81,2025-06-25 12:00:00
1750867200000,37.455,37.547,36.677,37.273,1351704.64,2025-06-25 16:00:00
1750881600000,37.273,37.814,36.707,37.016,914116.07,2025-06-25 20:00:00
1750896000000,37.017,38.104,36.639,37.576,1433105.23,2025-06-26 00:00:00
1750910400000,37.581,38.01,36.843,37.664,1079099.83,2025-06-26 04:00:00
1750924800000,37.664,37.913,36.9,37.343,1043387.95,2025-06-26 08:00:00
1750939200000,37.343,38.004,36.771,37.355,2253783.82,2025-06-26 12:00:00
1750953600000,37.354,37.563,36.0,36.712,1851040.4,2025-06-26 16:00:00
1750968000000,36.706,37.665,35.735,35.803,1704035.6,2025-06-26 20:00:00
1750982400000,35.802,36.777,35.347,36.712,1055881.32,2025-06-27 00:00:00
1750996800000,36.715,36.942,36.142,36.275,652976.41,2025-06-27 04:00:00
1751011200000,36.276,37.285,36.206,36.899,885427.69,2025-06-27 08:00:00
1751025600000,36.9,37.204,36.226,36.818,1164567.1,2025-06-27 12:00:00
1751040000000,36.818,37.164,35.761,35.958,1259387.39,2025-06-27 16:00:00
1751054400000,35.958,36.632,35.868,36.622,568622.32,2025-06-27 20:00:00
1751068800000,36.623,36.898,36.219,36.828,475343.16,2025-06-28 00:00:00
1751083200000,36.832,37.137,36.508,37.112,466270.98,2025-06-28 04:00:00
1751097600000,37.109,37.418,36.813,36.882,595828.63,2025-06-28 08:00:00
1751112000000,36.878,36.957,36.564,36.884,503435.03,2025-06-28 12:00:00
1751126400000,36.883,37.879,36.837,37.52,750538.94,2025-06-28 16:00:00
1751140800000,37.519,37.907,37.42,37.798,420956.84,2025-06-28 20:00:00
1751155200000,37.799,38.0,37.602,37.712,593685.9,2025-06-29 00:00:00
1751169600000,37.712,38.478,37.489,38.471,740901.09,2025-06-29 04:00:00
1751184000000,38.471,38.899,38.241,38.847,913541.71,2025-06-29 08:00:00
1751198400000,38.847,39.413,38.451,38.459,1143159.18,2025-06-29 12:00:00
1751212800000,38.46,38.576,37.965,38.264,794905.72,2025-06-29 16:00:00
1751227200000,38.262,39.901,38.004,39.775,1172658.69,2025-06-29 20:00:00
1751241600000,39.778,41.145,39.413,40.867,1415037.55,2025-06-30 00:00:00
1751256000000,40.867,41.269,39.715,40.051,1497852.7,2025-06-30 04:00:00
1751270400000,40.048,40.194,39.533,39.945,995060.76,2025-06-30 08:00:00
1751284800000,39.945,40.345,39.156,39.873,1780650.84,2025-06-30 12:00:00
1751299200000,39.873,40.884,39.66,40.821,1224452.15,2025-06-30 16:00:00
1751313600000,40.821,41.258,39.345,39.55,1284811.1,2025-06-30 20:00:00
1751328000000,39.556,39.809,39.042,39.474,836682.05,2025-07-01 00:00:00
1751342400000,39.476,39.481,38.444,38.998,1195672.92,2025-07-01 04:00:00
1751356800000,38.999,39.44,38.584,39.331,1143089.42,2025-07-01 08:00:00
1751371200000,39.329,39.5,38.511,39.042,1471444.69,2025-07-01 12:00:00
1751385600000,39.038,39.487,36.983,37.025,2351593.14,2025-07-01 16:00:00
1751400000000,37.026,37.701,36.839,36.909,1577505.17,2025-07-01 20:00:00
1751414400000,36.91,37.644,36.809,37.424,1201640.75,2025-07-02 00:00:00
1751428800000,37.423,38.236,37.241,38.088,955364.55,2025-07-02 04:00:00
1751443200000,38.094,38.885,38.094,38.257,959002.51,2025-07-02 08:00:00
1751457600000,38.257,38.986,37.826,38.882,1426084.12,2025-07-02 12:00:00
1751472000000,38.884,39.738,38.516,39.358,1940007.38,2025-07-02 16:00:00
1751486400000,39.359,40.38,39.262,39.877,1347547.5,2025-07-02 20:00:00
1751500800000,39.877,40.351,39.671,39.835,758895.91,2025-07-03 00:00:00
1751515200000,39.832,40.785,39.7,40.766,876181.64,2025-07-03 04:00:00
1751529600000,40.766,41.005,40.295,40.358,827441.21,2025-07-03 08:00:00
1751544000000,40.359,41.218,39.828,39.956,1864797.11,2025-07-03 12:00:00
1751558400000,39.955,40.741,39.553,40.377,1175295.24,2025-07-03 16:00:00
1751572800000,40.384,40.82,40.137,40.254,428017.46,2025-07-03 20:00:00
1751587200000,40.253,40.437,39.132,39.224,768419.98,2025-07-04 00:00:00
1751601600000,39.225,39.443,38.331,38.516,1182173.15,2025-07-04 04:00:00
1751616000000,38.517,39.017,38.208,38.748,724173.93,2025-07-04 08:00:00
1751630400000,38.747,38.845,37.775,37.883,1459820.37,2025-07-04 12:00:00
1751644800000,37.883,38.56,37.545,38.28,1299986.46,2025-07-04 16:00:00
1751659200000,38.28,39.134,38.235,38.962,693745.86,2025-07-04 20:00:00
1751673600000,38.961,39.255,38.642,39.093,541884.91,2025-07-05 00:00:00
1751688000000,39.093,39.624,38.877,39.468,458606.02,2025-07-05 04:00:00
1751702400000,39.468,39.606,39.033,39.189,515380.47,2025-07-05 08:00:00
1751716800000,39.192,39.618,39.03,39.293,609558.33,2025-07-05 12:00:00
1751731200000,39.292,39.458,38.274,38.702,1219805.15,2025-07-05 16:00:00
1751745600000,38.697,39.267,38.531,39.143,393849.18,2025-07-05 20:00:00
1751760000000,39.137,39.446,38.838,39.247,545178.51,2025-07-06 00:00:00
1751774400000,39.247,39.432,38.756,38.9,436229.57,2025-07-06 04:00:00
1751788800000,38.902,39.038,38.586,38.984,431357.36,2025-07-06 08:00:00
1751803200000,38.984,39.672,38.81,39.344,1077463.5,2025-07-06 12:00:00
1751817600000,39.342,39.531,39.006,39.346,594820.25,2025-07-06 16:00:00
1751832000000,39.345,40.032,39.343,39.829,896974.87,2025-07-06 20:00:00
1751846400000,39.829,40.161,39.469,39.837,753413.67,2025-07-07 00:00:00
1751860800000,39.837,39.945,39.591,39.909,491048.45,2025-07-07 04:00:00
1751875200000,39.908,40.016,39.429,39.559,502816.82,2025-07-07 08:00:00
1751889600000,39.558,39.851,39.37,39.457,720908.88,2025-07-07 12:00:00
1751904000000,39.455,39.587,38.655,38.885,1129421.47,2025-07-07 16:00:00
1751918400000,38.877,38.877,38.194,38.546,980040.71,2025-07-07 20:00:00
1751932800000,38.547,38.895,37.054,37.375,1429668.81,2025-07-08 00:00:00
1751947200000,37.374,37.909,36.952,37.907,1125340.19,2025-07-08 04:00:00
1751961600000,37.906,38.4,37.566,38.171,829064.0,2025-07-08 08:00:00
1751976000000,38.169,38.437,37.572,37.636,1037303.77,2025-07-08 12:00:00
1751990400000,37.636,39.079,37.505,38.921,1171918.18,2025-07-08 16:00:00
1752004800000,38.921,38.937,38.509,38.806,457808.64,2025-07-08 20:00:00
1752019200000,38.803,39.236,38.731,38.792,574028.29,2025-07-09 00:00:00
1752033600000,38.792,39.392,38.786,39.362,548076.79,2025-07-09 04:00:00
1752048000000,39.361,39.434,38.898,39.298,548196.84,2025-07-09 08:00:00
1752062400000,39.297,39.673,38.82,39.087,1009818.37,2025-07-09 12:00:00
1752076800000,39.084,40.995,39.084,40.692,1485799.64,2025-07-09 16:00:00
1752091200000,40.693,41.049,40.05,40.673,1006619.51,2025-07-09 20:00:00
1752105600000,40.671,41.699,40.502,41.393,888955.21,2025-07-10 00:00:00
1752120000000,41.393,41.966,41.142,41.769,765567.87,2025-07-10 04:00:00
1752134400000,41.768,41.978,41.022,41.347,721413.73,2025-07-10 08:00:00
1752148800000,41.348,41.855,40.718,41.847,910614.07,2025-07-10 12:00:00
1752163200000,41.847,43.159,41.76,42.796,1313397.86,2025-07-10 16:00:00
1752177600000,42.788,44.096,42.704,43.813,1349855.7,2025-07-10 20:00:00
1752192000000,43.818,44.611,43.383,44.588,1050724.29,2025-07-11 00:00:00
1752206400000,44.586,46.274,44.275,45.265,1795724.9,2025-07-11 04:00:00
1752220800000,45.266,46.356,45.264,45.606,1157528.74,2025-07-11 08:00:00
1752235200000,45.612,46.464,45.14,45.227,1118063.96,2025-07-11 12:00:00
1752249600000,45.235,46.888,45.043,46.869,1003382.27,2025-07-11 16:00:00
1752264000000,46.862,46.939,45.254,46.383,788839.4,2025-07-11 20:00:00
1752278400000,46.382,46.551,45.722,46.394,485709.65,2025-07-12 00:00:00
1752292800000,46.394,47.166,45.827,46.84,623708.16,2025-07-12 04:00:00
1752307200000,46.84,47.412,46.507,46.712,765806.77,2025-07-12 08:00:00
1752321600000,46.709,46.887,45.175,45.471,1461405.2,2025-07-12 12:00:00
1752336000000,45.471,46.866,45.088,46.685,944652.54,2025-07-12 16:00:00
1752350400000,46.69,47.323,46.159,47.09,550485.94,2025-07-12 20:00:00
1752364800000,47.09,47.817,46.938,47.483,639592.09,2025-07-13 00:00:00
1752379200000,47.484,48.037,47.172,47.985,539755.1,2025-07-13 04:00:00
1752393600000,47.981,48.184,47.584,48.046,476785.25,2025-07-13 08:00:00
1752408000000,48.045,48.828,47.717,48.448,943875.63,2025-07-13 12:00:00
1752422400000,48.448,49.25,48.063,49.069,671327.92,2025-07-13 16:00:00
1752436800000,49.073,49.307,47.85,48.95,687482.72,2025-07-13 20:00:00
1752451200000,48.942,49.88,48.839,49.661,791674.24,2025-07-14 00:00:00
1752465600000,49.661,49.923,48.562,49.311,875800.53,2025-07-14 04:00:00
1752480000000,49.314,49.398,47.967,48.398,932359.08,2025-07-14 08:00:00
1752494400000,48.398,49.04,47.349,47.722,1145550.83,2025-07-14 12:00:00
1752508800000,47.721,48.242,46.577,46.935,1237674.78,2025-07-14 16:00:00
1752523200000,46.935,47.674,46.504,47.608,581206.21,2025-07-14 20:00:00
1752537600000,47.607,48.013,46.838,47.326,1177361.51,2025-07-15 00:00:00
1752552000000,47.327,48.396,46.745,47.506,854678.87,2025-07-15 04:00:00
1752566400000,47.507,47.544,46.649,47.126,664129.71,2025-07-15 08:00:00
1752580800000,47.129,48.324,46.834,47.444,1321209.98,2025-07-15 12:00:00
1752595200000,47.443,48.053,47.048,47.216,964269.93,2025-07-15 16:00:00
1752609600000,47.219,47.599,47.066,47.322,290453.75,2025-07-15 20:00:00
